X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-75.351593,39.936561,12595,11019204W,Bus,110,Westbound,19204,Sproul Rd & State Rd - MBFS,39.936561,-75.351593,Fall 2023,6,6,1,3,0,1
-75.348381,39.922607,12596,11019208W,Bus,110,Westbound,19208,Sproul Rd & Thomson Av,39.922607,-75.348381,Fall 2023,2,3,4,1,0,0
-75.284057,39.960319,12597,11013353W,Bus,110,Westbound,13353,State Rd & Arlington Av - FS,39.960319,-75.284057,Fall 2023,3,3,2,5,0,0
-75.28186,39.960781,12598,11013357W,Bus,110,Westbound,13357,State Rd & Beverly Blvd,39.960781,-75.28186,Fall 2023,0,9,3,3,2,1
-75.33908,39.941181,12599,11013407W,Bus,110,Westbound,13407,State Rd & Golfview Rd,39.941181,-75.33908,Fall 2023,1,0,0,0,0,0
-75.276275,39.961433,12600,11013387W,Bus,110,Westbound,13387,State Rd & Hilltop Rd,39.961433,-75.276275,Fall 2023,9,11,5,8,2,3
-75.28701,39.959671,12601,1102050W,Bus,110,Westbound,2050,State Rd & Lansdowne Av - MBNS,39.959671,-75.28701,Fall 2023,29,118,10,35,7,18
-75.347358,39.939151,12602,11013401W,Bus,110,Westbound,13401,State Rd & Meetinghouse Ln,39.939151,-75.347358,Fall 2023,0,4,0,4,0,1
-75.280311,39.960956,12603,11013404W,Bus,110,Westbound,13404,State Rd & Merion Av,39.960956,-75.280311,Fall 2023,2,4,2,1,2,1
-75.335845,39.941913,12604,11013424W,Bus,110,Westbound,13424,State Rd & N State Rd - MBFS,39.941913,-75.335845,Fall 2023,0,0,0,0,0,1
-75.278099,39.961219,12605,11013414W,Bus,110,Westbound,13414,State Rd & Park Av,39.961219,-75.278099,Fall 2023,7,14,4,14,5,4
-75.274314,39.961662,12606,11015060W,Bus,110,Westbound,15060,State Rd & Penarth Av - FS,39.961662,-75.274314,Fall 2023,7,12,1,6,2,4
-75.327766,39.944904,12607,11013425W,Bus,110,Westbound,13425,State Rd & Rolling Rd,39.944904,-75.327766,Fall 2023,1,3,0,2,1,2
-75.272239,39.962558,12608,11013428W,Bus,110,Westbound,13428,State Rd & Sellers Av,39.962558,-75.272239,Fall 2023,8,5,11,2,1,1
-75.345039,39.939811,12609,11013430W,Bus,110,Westbound,13430,State Rd & Springfield Rd - FS,39.939811,-75.345039,Fall 2023,1,8,0,4,1,3
-75.349334,39.938781,12610,11014849W,Bus,110,Westbound,14849,State Rd & Sproul Rd,39.938781,-75.349334,Fall 2023,1,10,0,10,0,7
-75.351249,39.938289,12611,11029797W,Bus,110,Westbound,29797,State Rd & Sproul Rd - FS,39.938289,-75.351249,Fall 2023,2,13,2,14,1,15
-75.270652,39.963703,12612,11018975W,Bus,110,Westbound,18975,State Rd & West Chester Pike - FS,39.963703,-75.270652,Fall 2023,18,14,13,9,12,8
-75.333534,39.942428,12613,11013441W,Bus,110,Westbound,13441,State Rd & Weymouth Rd - FS,39.942428,-75.333534,Fall 2023,0,2,1,2,0,0
-75.318962,39.957695,12614,11013788W,Bus,110,Westbound,13788,Township Line Rd & Alexander Av - FS,39.957695,-75.318962,Fall 2023,0,11,1,2,0,1
-75.317214,39.958423,12615,11020067W,Bus,110,Westbound,20067,Township Line Rd & Belfield Av,39.958423,-75.317214,Fall 2023,0,1,0,1,0,1
-75.320892,39.956768,12616,11013794W,Bus,110,Westbound,13794,Township Line Rd & Burmont Rd,39.956768,-75.320892,Fall 2023,7,25,2,14,1,4
-75.323265,39.953422,12617,1102051W,Bus,110,Westbound,2051,Township Line Rd & Dermond Rd,39.953422,-75.323265,Fall 2023,8,11,4,6,2,8
-75.314453,39.959617,12618,11013803W,Bus,110,Westbound,13803,Township Line Rd & Drexel Av - FS,39.959617,-75.314453,Fall 2023,2,18,4,10,1,3
-75.30902,39.962055,12619,11013804W,Bus,110,Westbound,13804,Township Line Rd & Edmonds Av,39.962055,-75.30902,Fall 2023,0,8,0,0,0,0
-75.307495,39.962745,12620,11013808W,Bus,110,Westbound,13808,Township Line Rd & Foss Av,39.962745,-75.307495,Fall 2023,0,0,0,1,0,1
-75.30371,39.964393,12621,11020066W,Bus,110,Westbound,20066,Township Line Rd & Greenview Ln,39.964393,-75.30371,Fall 2023,4,14,3,8,2,3
-75.296989,39.967414,12622,11013799W,Bus,110,Westbound,13799,Township Line Rd & Lansdowne Av - FS,39.967414,-75.296989,Fall 2023,8,8,6,7,2,2
-75.312301,39.960594,12623,11013819W,Bus,110,Westbound,13819,Township Line Rd & Lexington Av - FS,39.960594,-75.312301,Fall 2023,0,7,0,0,0,2
-75.299224,39.966392,12624,11013834W,Bus,110,Westbound,13834,Township Line Rd & Myrtlwood Av,39.966392,-75.299224,Fall 2023,3,19,0,7,2,4
-75.324256,39.949024,12625,11020069W,Bus,110,Westbound,20069,Township Line Rd & Pilgrim Ln,39.949024,-75.324256,Fall 2023,1,1,0,1,0,0
-75.322769,39.95478,12626,11020068W,Bus,110,Westbound,20068,Township Line Rd & Pontiac Rd - FS,39.95478,-75.322769,Fall 2023,3,27,5,24,1,13
-75.300834,39.965671,12627,11013810W,Bus,110,Westbound,13810,Township Line Rd & Roosevelt Dr,39.965671,-75.300834,Fall 2023,11,28,7,18,3,14
-75.325614,39.946384,12628,11013828W,Bus,110,Westbound,13828,Township Line Rd & State Rd,39.946384,-75.325614,Fall 2023,2,8,0,8,1,3
-75.263183,39.962619,12629,11018639W,Bus,110,Westbound,18639,West Chester Pk & Brief Av,39.962619,-75.263183,Fall 2023,8,0,8,0,3,0
-75.265716,39.963294,12630,11018640W,Bus,110,Westbound,18640,West Chester Pk & College Av,39.963294,-75.265716,Fall 2023,5,4,7,1,2,0
-75.267799,39.96368,12631,11018641W,Bus,110,Westbound,18641,West Chester Pk & Golf Rd,39.96368,-75.267799,Fall 2023,10,15,14,5,8,2
-75.258285,39.962078,12632,1111148E,Bus,111,Eastbound,1148,69th St Transportation Center South Terminal,39.962078,-75.258285,Fall 2023,4,5,0,3,0,3
-75.259681,39.962169,12633,11115497E,Bus,111,Eastbound,15497,69th St Transportation Center West Terminal,39.962169,-75.259681,Fall 2023,0,363,2,155,2,140
-75.50563,39.891036,12634,11115134E,Bus,111,Eastbound,15134,Baltimore Pk & Cheyney Rd - FS,39.891036,-75.50563,Fall 2023,5,0,6,0,4,0
-75.527374,39.885559,12635,11129916E,Bus,111,Eastbound,29916,Baltimore Pk & Conchester Hwy - FS,39.885559,-75.527374,Fall 2023,7,0,1,0,3,0
-75.449447,39.908199,12636,11115143E,Bus,111,Eastbound,15143,Baltimore Pk & Granite Farms,39.908199,-75.449447,Fall 2023,3,1,4,0,3,1
-75.429931,39.914264,12637,11132521E,Bus,111,Eastbound,32521,Baltimore Pk & Granite Run - FS,39.914264,-75.429931,Fall 2023,30,0,23,4,18,1
-75.43428,39.913665,12638,11125284E,Bus,111,Eastbound,25284,Baltimore Pk & Granite Run Rd,39.913665,-75.43428,Fall 2023,42,3,15,1,14,1
-75.485893,39.8969,12639,11132286E,Bus,111,Eastbound,32286,Baltimore Pk & Lydia Hollow Rd - FS,39.8969,-75.485893,Fall 2023,3,0,2,0,0,0
-75.4262,39.914859,12640,11118984E,Bus,111,Eastbound,18984,Baltimore Pk & New Middletown Rd - MBNS,39.914859,-75.4262,Fall 2023,3,0,1,0,2,0
-75.438552,39.912528,12641,11132522E,Bus,111,Eastbound,32522,Baltimore Pk & Pennell Rd - FS,39.912528,-75.438552,Fall 2023,15,1,9,3,2,1
-75.489494,39.897068,12642,11115136E,Bus,111,Eastbound,15136,Baltimore Pk & Powell dr - MBNS,39.897068,-75.489494,Fall 2023,1,0,0,0,1,0
-75.469078,39.89886,12643,11115138E,Bus,111,Eastbound,15138,Baltimore Pk & Red Roof Dr - FS,39.89886,-75.469078,Fall 2023,0,0,0,0,0,0
-75.497177,39.895137,12644,11115135E,Bus,111,Eastbound,15135,Baltimore Pk & School House Ln,39.895137,-75.497177,Fall 2023,0,0,0,0,0,0
-75.511848,39.888935,12645,11115133E,Bus,111,Eastbound,15133,Baltimore Pk & Scott Rd - FS,39.888935,-75.511848,Fall 2023,0,0,0,0,0,0
-75.540435,39.882308,12646,11130993E,Bus,111,Eastbound,30993,Baltimore Pk & State Farm Dr - FS,39.882308,-75.540435,Fall 2023,2,0,5,0,3,0
-75.52024,39.88734,12647,11115132E,Bus,111,Eastbound,15132,Baltimore Pk & Thornton Rd,39.88734,-75.52024,Fall 2023,0,0,0,0,0,0
-75.453849,39.90562,12648,11130675E,Bus,111,Eastbound,30675,Baltimore Pk & Valley Rd - FS,39.90562,-75.453849,Fall 2023,0,0,0,0,0,0
-75.53572,39.885276,12649,11115123E,Bus,111,Eastbound,15123,Brinton Lake Rd & Baltimore Pk - MBFS,39.885276,-75.53572,Fall 2023,0,0,1,0,2,0
-75.54618,39.878704,12650,1112505E,Bus,111,Eastbound,2505,Christy Dr & Wilmington Pk - FS,39.878704,-75.54618,Fall 2023,14,0,8,0,4,0
-75.548843,39.879669,12651,11115139E,Bus,111,Eastbound,15139,Dickinson Dr & Baltimore Pk,39.879669,-75.548843,Fall 2023,0,0,1,0,0,0
-75.529327,39.880863,12652,11129820E,Bus,111,Eastbound,29820,Evergreen & Maris Grove Dr - FS,39.880863,-75.529327,Fall 2023,18,0,12,0,9,0
-75.530639,39.882629,12653,11129977E,Bus,111,Eastbound,29977,Evergreen Dr & Baltimore Pk - MBFS,39.882629,-75.530639,Fall 2023,6,0,5,0,7,0
-75.531715,39.885665,12654,11115125E,Bus,111,Eastbound,15125,Evergreen Dr & Baltimore Pk - MBNS,39.885665,-75.531715,Fall 2023,6,0,1,0,3,0
-75.444725,39.917732,12655,11115069E,Bus,111,Eastbound,15069,Fair Acres - onsite,39.917732,-75.444725,Fall 2023,7,2,5,2,6,0
-75.441001,39.918064,12656,11110610E,Bus,111,Eastbound,10610,Middletown Rd & Bonsall Dr,39.918064,-75.441001,Fall 2023,0,0,0,0,0,2
-75.441001,39.917919,12657,11115152E,Bus,111,Eastbound,15152,Middletown Rd & Bonsall Dr - FS,39.917919,-75.441001,Fall 2023,3,0,3,1,1,0
-75.443016,39.921829,12658,11129803E,Bus,111,Eastbound,29803,Middletown Rd & Delco Juvenile Det,39.921829,-75.443016,Fall 2023,0,0,0,0,0,0
-75.443252,39.922176,12659,11115067E,Bus,111,Eastbound,15067,Middletown Rd & Juv Det Center,39.922176,-75.443252,Fall 2023,0,0,0,0,0,0
-75.442916,39.919616,12660,11115068E,Bus,111,Eastbound,15068,Middletown Rd & Old Forge Rd,39.919616,-75.442916,Fall 2023,4,0,0,0,0,0
-75.442787,39.919818,12661,11129918E,Bus,111,Eastbound,29918,Middletown Rd & Old Forge Rd - FS,39.919818,-75.442787,Fall 2023,0,0,0,0,0,0
-75.44342,39.92316,12662,11129919E,Bus,111,Eastbound,29919,Middletown Rd & Yearsley Mill Rd - MBFS,39.92316,-75.44342,Fall 2023,0,0,0,0,0,0
-75.44326,39.92321,12663,11115065E,Bus,111,Eastbound,15065,Middletown Rd & Yearsley Mill Rd - MBNS,39.92321,-75.44326,Fall 2023,0,0,0,0,0,0
-75.447235,39.928386,12664,11129921E,Bus,111,Eastbound,29921,Penn State University,39.928386,-75.447235,Fall 2023,36,1,0,0,0,0
-75.439689,39.91291,12665,11131525E,Bus,111,Eastbound,31525,Pennell Rd & Baltimore Pk - FS,39.91291,-75.439689,Fall 2023,0,4,1,2,0,1
-75.439834,39.914665,12666,11118983E,Bus,111,Eastbound,18983,Pennell Rd & Glenwood Dr,39.914665,-75.439834,Fall 2023,0,0,0,1,0,0
-75.311782,39.950351,12667,11129917E,Bus,111,Eastbound,29917,State & Burmont Rd,39.950351,-75.311782,Fall 2023,6,7,3,2,3,1
-75.543083,39.882877,12668,11129915E,Bus,111,Eastbound,29915,State Farm Dr & Baltimore Pk - MBNS,39.882877,-75.543083,Fall 2023,5,0,7,0,2,0
-75.54589,39.885131,12669,11115120E,Bus,111,Eastbound,15120,State Farm Dr & Pond Dr,39.885131,-75.54589,Fall 2023,0,0,0,0,1,0
-75.314178,39.94963,12670,11115115E,Bus,111,Eastbound,15115,State Rd & Anderson Av,39.94963,-75.314178,Fall 2023,13,0,4,0,6,1
-75.283737,39.960235,12671,11115094E,Bus,111,Eastbound,15094,State Rd & Arlington Av - FS,39.960235,-75.283737,Fall 2023,3,4,2,0,0,0
-75.28202,39.960582,12672,11115095E,Bus,111,Eastbound,15095,State Rd & Beverly Blvd,39.960582,-75.28202,Fall 2023,9,0,5,0,3,1
-75.309501,39.95116,12673,11115113E,Bus,111,Eastbound,15113,State Rd & Childs Av,39.95116,-75.309501,Fall 2023,9,2,2,0,0,0
-75.318847,39.94799,12674,11115114E,Bus,111,Eastbound,15114,State Rd & Clarendon Rd,39.94799,-75.318847,Fall 2023,4,3,6,0,3,1
-75.305709,39.952575,12675,11115111E,Bus,111,Eastbound,15111,State Rd & Cornell Av,39.952575,-75.305709,Fall 2023,4,0,2,0,1,0
-75.290946,39.958076,12676,11113374E,Bus,111,Eastbound,13374,State Rd & Eaton Rd,39.958076,-75.290946,Fall 2023,9,0,2,2,1,0
-75.33937,39.940841,12677,11113381E,Bus,111,Eastbound,13381,State Rd & Golf View Rd,39.940841,-75.33937,Fall 2023,0,0,0,0,0,0
-75.293266,39.957241,12678,11115105E,Bus,111,Eastbound,15105,State Rd & Hampshire Rd,39.957241,-75.293266,Fall 2023,9,0,2,1,3,0
-75.278541,39.961006,12679,11115102E,Bus,111,Eastbound,15102,State Rd & Highland Av,39.961006,-75.278541,Fall 2023,4,4,0,2,2,2
-75.276473,39.961246,12680,11115097E,Bus,111,Eastbound,15097,State Rd & Hilltop Rd,39.961246,-75.276473,Fall 2023,7,10,2,0,5,4
-75.29557,39.956352,12681,11115106E,Bus,111,Eastbound,15106,State Rd & Kenwood Rd,39.956352,-75.29557,Fall 2023,21,3,2,0,3,0
-75.287117,39.959449,12682,1112066E,Bus,111,Eastbound,2066,State Rd & Lansdowne Av - FS,39.959449,-75.287117,Fall 2023,59,16,12,6,23,3
-75.302474,39.953777,12683,11115109E,Bus,111,Eastbound,15109,State Rd & Mason Av,39.953777,-75.302474,Fall 2023,3,1,0,0,0,0
-75.347267,39.938919,12684,11129810E,Bus,111,Eastbound,29810,State Rd & Meetinghouse Ln - FS,39.938919,-75.347267,Fall 2023,3,1,0,0,0,1
-75.336021,39.94157,12685,11118985E,Bus,111,Eastbound,18985,State Rd & Memorial Park Dr - MBFS,39.94157,-75.336021,Fall 2023,0,0,0,0,1,0
-75.280281,39.960803,12686,11115096E,Bus,111,Eastbound,15096,State Rd & Merion Av - FS,39.960803,-75.280281,Fall 2023,2,2,2,0,2,0
-75.307548,39.9519,12687,11115112E,Bus,111,Eastbound,15112,State Rd & Morgan Av,39.9519,-75.307548,Fall 2023,8,1,5,2,4,1
-75.304084,39.95317,12688,11115110E,Bus,111,Eastbound,15110,State Rd & Ormond Av,39.95317,-75.304084,Fall 2023,2,0,1,0,0,0
-75.274314,39.961505,12689,11115098E,Bus,111,Eastbound,15098,State Rd & Penarth Av,39.961505,-75.274314,Fall 2023,7,5,2,1,1,2
-75.327774,39.944492,12690,11115117E,Bus,111,Eastbound,15117,State Rd & Rolling Rd - FS,39.944492,-75.327774,Fall 2023,0,1,0,0,0,0
-75.272056,39.962478,12691,11115099E,Bus,111,Eastbound,15099,State Rd & Sellers Av,39.962478,-75.272056,Fall 2023,2,9,2,6,1,4
-75.298805,39.955146,12692,11115107E,Bus,111,Eastbound,15107,State Rd & Shadeland Av,39.955146,-75.298805,Fall 2023,16,7,2,0,1,1
-75.343429,39.939914,12693,11115116E,Bus,111,Eastbound,15116,State Rd & Springfield Rd - FS,39.939914,-75.343429,Fall 2023,6,0,3,0,5,0
-75.349609,39.938217,12694,11114852E,Bus,111,Eastbound,14852,State Rd & Sproul Rd - FS,39.938217,-75.349609,Fall 2023,21,4,17,2,18,4
-75.324493,39.946094,12695,11114853E,Bus,111,Eastbound,14853,State Rd & Township Line Rd - FS,39.946094,-75.324493,Fall 2023,4,0,1,0,2,0
-75.323417,39.946334,12696,11118986E,Bus,111,Eastbound,18986,State Rd & Township Line Rd - MBFS,39.946334,-75.323417,Fall 2023,13,1,11,1,9,0
-75.300872,39.954376,12697,11115108E,Bus,111,Eastbound,15108,State Rd & Turner Av,39.954376,-75.300872,Fall 2023,9,0,1,0,0,2
-75.333312,39.942192,12698,11115118E,Bus,111,Eastbound,15118,State Rd & Weymouth Rd,39.942192,-75.333312,Fall 2023,0,1,0,0,1,0
-75.289199,39.958736,12699,11113442E,Bus,111,Eastbound,13442,State Rd & Windermere Rd,39.958736,-75.289199,Fall 2023,8,6,1,5,2,5
-75.460052,39.901657,12700,11132632E,Bus,111,Eastbound,32632,Wawa Railroad Station,39.901657,-75.460052,Fall 2023,1,4,4,1,1,0
-75.265937,39.963088,12701,11118830E,Bus,111,Eastbound,18830,West Chester Pk & College Av,39.963088,-75.265937,Fall 2023,4,6,1,4,2,5
-75.268051,39.963474,12702,11118829E,Bus,111,Eastbound,18829,West Chester Pk & Elm Av,39.963474,-75.268051,Fall 2023,9,8,3,2,1,0
-75.269569,39.963745,12703,11118828E,Bus,111,Eastbound,18828,West Chester Pk & State Rd - FS at Berbro Av,39.963745,-75.269569,Fall 2023,11,9,3,5,5,8
-75.548507,39.883567,12704,11115141E,Bus,111,Eastbound,15141,Wilmington Pk & State Farm Dr,39.883567,-75.548507,Fall 2023,1,0,1,0,4,0
-75.259681,39.962169,12705,11115497W,Bus,111,Westbound,15497,69th St Transportation Center West Terminal,39.962169,-75.259681,Fall 2023,471,0,194,0,171,0
-75.536499,39.883567,12706,11115088W,Bus,111,Westbound,15088,Baltimore Pk & Brinton Lake Rd - FS,39.883567,-75.536499,Fall 2023,0,1,0,0,0,0
-75.505691,39.891296,12707,11115077W,Bus,111,Westbound,15077,Baltimore Pk & Cheyney Rd,39.891296,-75.505691,Fall 2023,0,1,0,2,1,6
-75.5223,39.886558,12708,11115080W,Bus,111,Westbound,15080,Baltimore Pk & Concord Rd,39.886558,-75.5223,Fall 2023,0,6,0,2,0,1
-75.449752,39.908359,12709,11115071W,Bus,111,Westbound,15071,Baltimore Pk & Granite Farms Estates - FS,39.908359,-75.449752,Fall 2023,0,4,0,4,0,3
-75.433921,39.913959,12710,11125290W,Bus,111,Westbound,25290,Baltimore Pk & Granite Run Dr - FS,39.913959,-75.433921,Fall 2023,5,34,5,14,1,11
-75.430007,39.914474,12711,11132520W,Bus,111,Westbound,32520,Baltimore Pk & Granite Run Rd,39.914474,-75.430007,Fall 2023,2,65,2,31,2,24
-75.427146,39.914894,12712,11129800W,Bus,111,Westbound,29800,Baltimore Pk & Middletown Rd - MBFS,39.914894,-75.427146,Fall 2023,0,7,1,6,0,3
-75.446662,39.910018,12713,1114659W,Bus,111,Westbound,4659,Baltimore Pk & Pennell Rd - MBFS,39.910018,-75.446662,Fall 2023,0,0,2,1,0,0
-75.488807,39.89727,12714,11115075W,Bus,111,Westbound,15075,Baltimore Pk & Powell Rd. - MBFS,39.89727,-75.488807,Fall 2023,0,1,0,1,0,0
-75.469627,39.89899,12715,11132362W,Bus,111,Westbound,32362,Baltimore Pk & Red Roof Dr,39.89899,-75.469627,Fall 2023,0,1,0,0,0,0
-75.497055,39.895526,12716,11115076W,Bus,111,Westbound,15076,Baltimore Pk & School House Ln,39.895526,-75.497055,Fall 2023,0,0,0,0,0,0
-75.51168,39.889148,12717,11115078W,Bus,111,Westbound,15078,Baltimore Pk & Scott Rd,39.889148,-75.51168,Fall 2023,0,6,0,1,0,1
-75.486518,39.897182,12718,1114656W,Bus,111,Westbound,4656,Baltimore Pk & Stoney Bank Rd - FS,39.897182,-75.486518,Fall 2023,1,2,0,0,0,1
-75.520362,39.887599,12719,11115079W,Bus,111,Westbound,15079,Baltimore Pk & Thornton Rd - FS,39.887599,-75.520362,Fall 2023,0,0,0,0,0,0
-75.453842,39.905967,12720,11130676W,Bus,111,Westbound,30676,Baltimore Pk & Valley Rd,39.905967,-75.453842,Fall 2023,1,2,1,1,0,1
-75.479904,39.896347,12721,11115073W,Bus,111,Westbound,15073,Baltimore Pk & Walnut Hill Blvd,39.896347,-75.479904,Fall 2023,0,0,0,1,0,0
-75.535842,39.885848,12722,11129912W,Bus,111,Westbound,29912,Brinton Lake Rd & Franklin Dr - FS,39.885848,-75.535842,Fall 2023,0,2,0,1,0,3
-75.54618,39.878704,12723,1112505W,Bus,111,Westbound,2505,Christy Dr & Wilmington Pk - FS,39.878704,-75.54618,Fall 2023,4,11,0,11,0,7
-75.524543,39.883537,12724,1112347W,Bus,111,Westbound,2347,Conchester Hwy & Baltimore Pk - MBFS,39.883537,-75.524543,Fall 2023,0,0,0,0,0,0
-75.531356,39.88573,12725,11118981W,Bus,111,Westbound,18981,Evergreen Dr & Baltimore Pk - MBFS,39.88573,-75.531356,Fall 2023,0,7,0,1,0,5
-75.530632,39.884128,12726,11115393W,Bus,111,Westbound,15393,Evergreen Dr & Baltimore Pk - MBNS,39.884128,-75.530632,Fall 2023,1,7,0,5,1,5
-75.529167,39.881076,12727,11129911W,Bus,111,Westbound,29911,Evergreen Dr & Maris Grove Way,39.881076,-75.529167,Fall 2023,0,18,0,13,0,11
-75.444725,39.917732,12728,11115069W,Bus,111,Westbound,15069,Fair Acres - onsite,39.917732,-75.444725,Fall 2023,0,21,1,11,2,6
-75.441001,39.918064,12729,11110610W,Bus,111,Westbound,10610,Middletown Rd & Bonsall Dr,39.918064,-75.441001,Fall 2023,0,0,0,3,0,1
-75.441001,39.917919,12730,11115152W,Bus,111,Westbound,15152,Middletown Rd & Bonsall Dr - FS,39.917919,-75.441001,Fall 2023,1,0,0,0,0,0
-75.443016,39.921829,12731,11129803W,Bus,111,Westbound,29803,Middletown Rd & Delco Juvenile Det,39.921829,-75.443016,Fall 2023,0,5,0,0,0,0
-75.443252,39.922176,12732,11115067W,Bus,111,Westbound,15067,Middletown Rd & Juv Det Center,39.922176,-75.443252,Fall 2023,0,0,0,0,0,0
-75.442916,39.919616,12733,11115068W,Bus,111,Westbound,15068,Middletown Rd & Old Forge Rd,39.919616,-75.442916,Fall 2023,0,0,0,0,0,0
-75.442787,39.919818,12734,11129918W,Bus,111,Westbound,29918,Middletown Rd & Old Forge Rd - FS,39.919818,-75.442787,Fall 2023,0,0,0,0,0,0
-75.44342,39.92316,12735,11129919W,Bus,111,Westbound,29919,Middletown Rd & Yearsley Mill Rd - MBFS,39.92316,-75.44342,Fall 2023,0,0,0,0,0,0
-75.44326,39.92321,12736,11115065W,Bus,111,Westbound,15065,Middletown Rd & Yearsley Mill Rd - MBNS,39.92321,-75.44326,Fall 2023,0,0,0,0,0,0
-75.447235,39.928386,12737,11129921W,Bus,111,Westbound,29921,Penn State University,39.928386,-75.447235,Fall 2023,2,32,0,0,0,0
-75.439781,39.91275,12738,11131527W,Bus,111,Westbound,31527,Pennell Rd & Baltimore Pk,39.91275,-75.439781,Fall 2023,2,0,1,0,0,2
-75.439689,39.91291,12739,11131525W,Bus,111,Westbound,31525,Pennell Rd & Baltimore Pk - FS,39.91291,-75.439689,Fall 2023,4,11,0,6,1,1
-75.542785,39.882743,12740,11129914W,Bus,111,Westbound,29914,State Farm Dr & Baltimore Pk - FS,39.882743,-75.542785,Fall 2023,0,8,0,8,0,6
-75.545661,39.885303,12741,11115091W,Bus,111,Westbound,15091,State Farm Dr & Pond Dr,39.885303,-75.545661,Fall 2023,0,1,0,0,0,0
-75.314018,39.949836,12742,11115056W,Bus,111,Westbound,15056,State Rd & Anderson Av,39.949836,-75.314018,Fall 2023,0,10,1,0,1,3
-75.284057,39.960319,12743,11113353W,Bus,111,Westbound,13353,State Rd & Arlington Av - FS,39.960319,-75.284057,Fall 2023,0,3,0,2,0,1
-75.28186,39.960781,12744,11113357W,Bus,111,Westbound,13357,State Rd & Beverly Blvd,39.960781,-75.28186,Fall 2023,0,6,0,1,0,0
-75.311584,39.950592,12745,11129920W,Bus,111,Westbound,29920,State Rd & Burmont Rd,39.950592,-75.311584,Fall 2023,5,11,1,7,2,4
-75.309333,39.9514,12746,11113363W,Bus,111,Westbound,13363,State Rd & Childs Av,39.9514,-75.309333,Fall 2023,4,8,1,2,1,3
-75.318778,39.948238,12747,11131526W,Bus,111,Westbound,31526,State Rd & Clarendon Rd,39.948238,-75.318778,Fall 2023,0,2,1,0,0,0
-75.305595,39.9528,12748,11113368W,Bus,111,Westbound,13368,State Rd & Cornell Av,39.9528,-75.305595,Fall 2023,0,6,0,1,0,3
-75.29129,39.958103,12749,11113377W,Bus,111,Westbound,13377,State Rd & Eaton Rd - FS,39.958103,-75.29129,Fall 2023,1,8,0,2,2,5
-75.33908,39.941181,12750,11113407W,Bus,111,Westbound,13407,State Rd & Golfview Rd,39.941181,-75.33908,Fall 2023,0,0,0,0,0,1
-75.293212,39.957401,12751,11113383W,Bus,111,Westbound,13383,State Rd & Hampshire Rd,39.957401,-75.293212,Fall 2023,0,9,0,2,0,0
-75.276275,39.961433,12752,11113387W,Bus,111,Westbound,13387,State Rd & Hilltop Rd,39.961433,-75.276275,Fall 2023,7,8,2,3,2,4
-75.295448,39.956573,12753,11113392W,Bus,111,Westbound,13392,State Rd & Kenwood Rd,39.956573,-75.295448,Fall 2023,3,27,0,1,0,1
-75.28701,39.959671,12754,1112050W,Bus,111,Westbound,2050,State Rd & Lansdowne Av - MBNS,39.959671,-75.28701,Fall 2023,38,90,11,23,6,15
-75.302383,39.95399,12755,11113400W,Bus,111,Westbound,13400,State Rd & Mason Av,39.95399,-75.302383,Fall 2023,1,1,0,0,0,3
-75.347358,39.939151,12756,11113401W,Bus,111,Westbound,13401,State Rd & Meetinghouse Ln,39.939151,-75.347358,Fall 2023,0,5,0,0,0,4
-75.280311,39.960956,12757,11113404W,Bus,111,Westbound,13404,State Rd & Merion Av,39.960956,-75.280311,Fall 2023,2,3,0,1,3,2
-75.307411,39.952133,12758,11113406W,Bus,111,Westbound,13406,State Rd & Morgan Av,39.952133,-75.307411,Fall 2023,5,10,3,4,0,1
-75.335845,39.941913,12759,11113424W,Bus,111,Westbound,13424,State Rd & N State Rd - MBFS,39.941913,-75.335845,Fall 2023,1,1,0,0,0,0
-75.304016,39.953376,12760,11113413W,Bus,111,Westbound,13413,State Rd & Ormond Av,39.953376,-75.304016,Fall 2023,0,5,0,2,0,2
-75.278099,39.961219,12761,11113414W,Bus,111,Westbound,13414,State Rd & Park Av,39.961219,-75.278099,Fall 2023,6,14,1,4,3,0
-75.274314,39.961662,12762,11115060W,Bus,111,Westbound,15060,State Rd & Penarth Av - FS,39.961662,-75.274314,Fall 2023,4,10,2,6,1,5
-75.327766,39.944904,12763,11113425W,Bus,111,Westbound,13425,State Rd & Rolling Rd,39.944904,-75.327766,Fall 2023,4,0,0,0,0,0
-75.272239,39.962558,12764,11113428W,Bus,111,Westbound,13428,State Rd & Sellers Av,39.962558,-75.272239,Fall 2023,4,7,6,3,1,0
-75.299255,39.955158,12765,11113429W,Bus,111,Westbound,13429,State Rd & Shadeland Av,39.955158,-75.299255,Fall 2023,2,12,4,2,2,0
-75.345039,39.939811,12766,11113430W,Bus,111,Westbound,13430,State Rd & Springfield Rd - FS,39.939811,-75.345039,Fall 2023,1,5,0,4,1,6
-75.349334,39.938781,12767,11114849W,Bus,111,Westbound,14849,State Rd & Sproul Rd,39.938781,-75.349334,Fall 2023,0,16,0,7,1,7
-75.351249,39.938289,12768,11129797W,Bus,111,Westbound,29797,State Rd & Sproul Rd - FS,39.938289,-75.351249,Fall 2023,3,37,1,28,2,38
